# Data Set (v1): LOC-OSM-TS
# Nov 2015
# AA1-2015 CUP: http://www.di.unipi.it/~micheli/DID/CUP-AA1/2015
# INFO: micheli@di.unipi.it
# (C) CIML group - Gallicchio, Micheli 2015
# 
# Format:
# Training set: id inputs target_x target_y (last 2 columns)
# Blind Test set: id inputs

1,0.999880,-1.162075,-1.324984,0.609663,-1.223277,1.270111,-1.301188,0.061016,-1.065918,1.770151
2,1.514813,-1.341457,-1.118299,0.257544,-1.044120,1.776795,-0.922329,-0.580706,-2.008496,0.639824
3,-0.773776,1.169889,0.328499,-0.587542,0.508582,-1.094412,1.350826,-0.397357,-0.406114,-0.906939
4,-0.716562,1.648241,0.535184,-1.010085,1.404372,-1.375903,1.477112,-1.314102,-0.500372,-1.144902
5,-0.373273,0.213186,1.017450,0.187120,0.269705,-0.081045,0.466821,0.977762,1.856072,0.401861
6,1.457598,-1.341457,-1.669460,0.257544,-1.342716,1.833093,-1.048616,-0.764055,-1.065918,0.104406
7,-0.716562,0.452362,1.017450,-1.080509,1.344653,-1.038114,0.403678,-1.039079,-0.783145,-0.728466
8,-1.231494,1.289477,0.535184,-1.784747,1.105775,-1.544798,0.277392,-1.314102,-0.406114,-1.144902
9,-1.231494,1.588447,0.604079,-1.080509,0.687740,-1.038114,0.971967,-0.764055,-0.500372,-1.739811
10,1.457598,-1.401251,-0.980509,-0.798814,-0.984400,1.439006,-1.111759,-0.030658,-1.348691,0.461352
11,-0.316058,1.050302,1.361925,-0.869237,0.807179,-0.362536,0.529964,0.152691,1.667556,-0.490503
12,0.313304,-0.145578,-0.015977,1.384326,-0.805242,-0.024747,-0.543470,1.527809,0.819237,0.699315
13,2.086960,-0.982693,-0.704928,-0.657966,-1.342716,1.270111,-1.174902,-0.855729,-1.348691,0.461352
14,-1.174280,1.468859,0.397394,-0.798814,1.225214,-0.925518,1.287683,-0.855729,0.159432,-0.966430
15,-1.117065,0.811126,1.361925,-0.517118,0.687740,-1.544798,1.413969,-0.030658,0.819237,-0.847448
16,-1.288709,0.811126,-0.773823,-0.869237,1.284933,-1.038114,1.098253,-0.489031,-2.102753,-1.144902
17,-1.174280,0.631744,1.499716,-0.305847,0.448863,-0.587729,0.908824,0.519389,1.384783,-0.431012
18,0.542163,-0.982693,-1.118299,1.736445,-1.342716,-0.137343,-0.985472,0.152691,-0.406114,1.294224
19,0.885451,-1.102281,-0.842718,0.539240,-0.805242,1.439006,-1.048616,-0.305682,-0.688887,0.163897
20,0.484948,-0.444547,0.604079,0.609663,-0.327488,0.425639,-0.038324,1.711159,0.442206,0.758806
21,-1.231494,0.571950,1.293030,-0.235423,0.448863,-1.038114,1.540256,-0.489031,0.536463,-1.025921
22,-1.345924,1.050302,0.741869,-1.291781,0.866898,-1.544798,1.098253,-0.672380,-0.500372,-0.906939
23,-1.288709,0.930714,0.604079,-1.221357,1.284933,-1.207009,0.593108,-0.855729,0.159432,-1.263884
24,-0.373273,0.033804,1.361925,-0.164999,0.568302,-0.362536,0.845680,0.977762,1.479041,-1.263884
25,0.713807,-0.025990,0.121813,1.102630,-0.028891,0.481937,0.277392,1.344460,1.950329,0.461352
26,-1.117065,1.050302,0.741869,-1.221357,1.344653,-0.756623,1.603399,-1.222428,-0.217599,-0.906939
27,1.572028,-1.221869,-0.911613,0.187120,-0.924681,1.607900,-0.985472,-0.305682,-1.631465,0.223388
28,1.400384,-1.281663,-1.118299,0.539240,-1.103839,1.382708,-1.364332,-0.030658,-1.725722,0.699315
29,0.942666,-0.922899,-1.256089,0.820935,-1.282997,1.382708,-1.174902,0.061016,-0.783145,1.056260
30,-0.945421,0.930714,1.430820,-1.080509,1.284933,-0.756623,1.161396,-0.397357,0.159432,-0.549994
31,0.542163,-0.922899,-1.049404,1.454750,-1.402435,1.044918,-1.048616,0.061016,-0.783145,1.472697
32,-1.174280,1.767829,-0.291557,-1.010085,1.165495,-1.207009,1.350826,-1.222428,0.630721,-1.323375
33,-0.945421,0.392568,0.810764,-0.939661,1.344653,-1.094412,0.529964,0.061016,0.347948,-1.025921
34,-0.716562,1.349271,0.466289,-1.221357,1.046056,-1.150710,1.098253,-1.222428,-0.217599,-1.739811
35,1.457598,-1.221869,-1.600565,0.609663,-1.044120,1.326409,-1.111759,-0.030658,-1.065918,0.104406
36,1.629243,-0.863105,-1.118299,0.327968,-1.342716,1.157515,-1.743191,-1.222428,-1.537207,0.818297
37,-0.487703,1.169889,1.017450,-1.150933,1.225214,-1.375903,1.098253,-0.672380,0.253690,-0.431012
38,-0.487703,0.452362,0.879659,-0.305847,1.404372,-0.812921,1.350826,-0.305682,0.159432,-0.490503
39,2.029746,-1.341457,-1.669460,-0.024151,-1.044120,1.270111,-0.859186,-0.122333,-1.537207,-0.014576
40,1.629243,-1.162075,-1.187194,0.609663,-1.223277,1.157515,-0.796043,-0.030658,-1.254434,0.223388
41,-0.830991,0.930714,1.293030,-1.010085,1.046056,-1.094412,0.593108,0.152691,0.913494,-0.728466
42,0.599377,-1.162075,-0.704928,1.313902,-1.462155,1.213813,-1.174902,-2.047499,-0.594630,1.413206
43,-0.830991,1.349271,0.948555,-0.587542,0.568302,-1.432201,0.403678,-0.672380,0.724979,-0.966430
44,-1.231494,0.930714,0.052918,-0.869237,1.523811,-0.981816,0.529964,-0.672380,0.724979,-1.085412
45,-1.345924,0.930714,1.430820,-0.376270,0.150267,-1.038114,0.656251,-0.305682,0.630721,-0.728466
46,-0.659347,0.930714,1.775296,-0.164999,0.866898,-0.587729,0.340535,0.244365,1.573298,-0.193048
47,0.828236,-1.221869,-1.256089,0.609663,-1.282997,1.270111,-0.732900,0.061016,-0.406114,1.413206
48,0.542163,-0.324959,0.328499,0.609663,0.030828,0.313042,0.087962,2.169532,0.347948,0.580333
49,-0.258844,0.811126,1.293030,-0.517118,0.866898,-0.812921,0.593108,0.152691,1.007752,-0.133557
50,-0.602132,0.332774,1.706401,-0.657966,0.807179,-1.375903,1.035110,-0.214007,0.819237,-1.382866
51,-0.029985,-0.324959,1.293030,-0.094575,0.508582,0.031551,0.593108,0.336040,1.667556,0.104406
52,-0.945421,1.289477,0.328499,-1.221357,0.866898,-1.263307,0.529964,-0.947404,0.630721,-1.323375
53,-0.716562,1.409065,0.948555,-0.728390,1.344653,-0.981816,0.593108,-0.397357,0.819237,-0.966430
54,-1.174280,1.708035,0.397394,-1.080509,0.329424,-1.263307,0.908824,-0.947404,0.065175,-1.442357
55,0.713807,-1.162075,-1.738355,1.032206,-1.402435,1.044918,-0.922329,-0.030658,-0.971661,1.889133
56,0.484948,-0.803311,-1.118299,1.595597,-0.805242,0.538235,-0.732900,1.436135,-0.594630,1.115751
57,0.942666,-1.341457,-0.911613,0.820935,-1.402435,1.270111,-1.111759,-0.397357,-0.217599,1.353715
58,-0.716562,1.409065,1.430820,-0.446694,0.926617,-0.756623,0.403678,0.061016,0.630721,-0.728466
59,-1.231494,1.050302,0.879659,-0.235423,0.747460,-1.375903,1.477112,-0.397357,0.630721,-0.787957
60,0.427733,-1.341457,-1.256089,1.736445,-1.402435,0.650831,-0.417184,1.069437,-0.594630,0.877788
61,0.999880,-1.102281,-0.980509,1.454750,-1.342716,1.157515,-0.985472,-0.214007,-0.594630,1.591678
62,-1.345924,1.528653,-0.084872,-0.939661,1.284933,-0.925518,0.908824,-0.030658,-0.029083,-1.085412
63,-1.403138,0.811126,1.224135,-1.221357,1.344653,-1.038114,0.656251,-0.214007,-0.217599,-1.144902
64,-1.345924,1.648241,-0.015977,-1.291781,1.284933,-0.925518,0.466821,-0.855729,0.065175,-0.906939
65,0.484948,0.033804,0.328499,0.961783,-0.506646,0.200446,0.529964,0.886087,1.761814,0.282879
66,-1.403138,0.990508,0.535184,-1.010085,1.225214,-0.981816,1.098253,-2.689221,-0.971661,-0.966430
67,1.285954,-1.341457,-1.118299,1.384326,-1.044120,1.157515,-1.174902,-0.397357,-0.311856,1.234733
68,-0.716562,0.811126,1.499716,-0.446694,0.687740,-1.094412,1.287683,-0.397357,-0.029083,-1.085412
69,1.400384,-1.162075,-1.876145,0.187120,-1.402435,1.270111,-1.490618,-0.030658,-1.537207,0.639824
70,-0.029985,-0.384753,-0.429348,0.609663,-0.626084,0.594533,-0.417184,2.352881,-1.348691,0.282879
71,0.828236,-1.162075,-1.118299,1.525173,-1.163558,0.707129,-1.238045,-0.030658,-0.783145,1.770151
72,-0.659347,0.811126,0.397394,-0.587542,0.926617,-1.094412,1.224540,0.061016,0.724979,-1.025921
73,-1.174280,0.930714,0.672974,-0.869237,1.284933,-1.207009,1.035110,-0.489031,-0.217599,-1.561339
74,-1.231494,1.349271,-0.222662,-1.080509,1.344653,-1.150710,0.340535,-0.489031,-0.029083,-1.382866
75,-0.544917,0.512156,1.844191,-0.376270,0.807179,-0.587729,1.350826,0.794413,1.667556,-1.323375
76,-0.716562,0.631744,1.017450,-0.164999,0.568302,-0.531430,0.656251,-0.672380,1.950329,-0.252539
77,2.086960,-1.102281,-1.807250,0.539240,-1.462155,1.101217,-1.616904,-0.214007,-1.348691,0.223388
78,-0.144414,0.272980,0.672974,0.257544,0.389144,0.087849,0.277392,1.986182,0.442206,0.996769
79,-1.231494,1.468859,0.604079,-1.925595,1.284933,-1.150710,0.908824,-0.672380,-0.123341,-0.847448
80,-0.888206,1.229683,1.017450,-1.010085,0.807179,-1.094412,0.593108,-0.122333,0.819237,-0.609484
81,-0.544917,0.093598,1.017450,-0.657966,0.628021,-0.249940,0.277392,1.069437,1.667556,-1.025921
82,-1.403138,0.512156,-0.015977,-1.150933,0.568302,-1.375903,0.782537,-1.589126,-0.406114,-1.561339
83,-0.830991,0.990508,0.810764,-1.855171,1.284933,-0.700325,0.593108,-1.130753,0.630721,-1.620829
84,-1.231494,1.409065,0.052918,-1.291781,1.165495,-0.869219,1.224540,-1.864150,-0.783145,-1.204393
85,-1.345924,1.588447,0.259603,-1.150933,1.404372,-1.375903,0.656251,-0.672380,-0.594630,-1.501848
86,-0.029985,0.033804,0.741869,0.116696,0.448863,-0.700325,0.656251,0.702738,1.761814,0.044915
87,-1.403138,1.050302,0.672974,-1.855171,1.404372,-1.094412,1.098253,-0.672380,-0.311856,-1.263884
