# Data Set (v1): LOC-OSM-TR
# Nov 2015
# AA1-2015 CUP: http://www.di.unipi.it/~micheli/DID/CUP-AA1/2015
# INFO: micheli@di.unipi.it
# (C) CIML group - Gallicchio, Micheli 2015
# 
# Format:
# Training set: id inputs target_x target_y (last 2 columns)
# Blind Test set: id inputs

1,1.343169,-1.221869,-1.393879,0.468816,-1.282997,1.833093,-1.806334,-0.305682,-1.537207,0.520842,23.987707,12.733364
2,0.256089,-1.221869,-0.842718,1.806869,-1.282997,0.763428,-0.669756,1.069437,-0.123341,1.115751,23.723817,5.294476
3,1.285954,-1.102281,-0.980509,0.820935,-1.342716,1.213813,-1.301188,-0.947404,-1.160176,1.234733,23.921334,11.099133
4,-1.288709,0.452362,0.328499,-1.150933,1.344653,-0.981816,1.413969,-1.772475,-1.725722,-1.263884,8.722683,-0.315193
5,0.313304,-0.324959,-0.015977,-0.305847,-0.805242,0.256744,-0.417184,0.336040,0.724979,0.937279,23.567560,2.247328
6,0.084445,-0.085784,0.466289,0.680087,0.269705,0.369340,0.277392,1.802833,1.196267,0.996769,22.027223,-0.787076
7,0.084445,-1.162075,-1.462774,0.680087,-1.402435,0.425639,-1.553761,-0.489031,-0.783145,1.591678,23.844003,8.784163
8,-1.345924,1.289477,0.121813,-1.010085,0.687740,-1.375903,0.214248,-1.222428,-0.688887,-1.204393,2.988565,-0.109076
9,0.942666,-0.803311,-1.324984,1.666021,-1.342716,0.707129,-0.859186,0.336040,-0.029083,1.234733,23.774482,6.732218
10,-1.002635,1.110095,0.397394,-1.573476,0.926617,-0.587729,1.287683,-0.672380,-0.217599,-1.025921,7.630753,-0.286505
11,-1.117065,1.528653,0.466289,-0.869237,0.747460,-1.544798,0.340535,-0.305682,0.347948,-0.728466,9.187905,-0.321572
12,2.201390,-1.221869,-1.738355,0.327968,-0.984400,0.988620,-1.111759,-0.489031,-1.254434,0.282879,24.095142,15.946818
13,0.427733,-0.504341,-0.222662,1.173054,-0.685804,0.538235,-1.238045,0.519389,-0.688887,0.639824,23.622835,3.384689
